2.jpg	[[[[126.0, 262.0], [198.0, 274.0], [195.0, 291.0], [123.0, 280.0]], ('’„œÛ”Ê25237', 0.5442101)]]
3974.jpg	[[[[286.0, 440.0], [521.0, 488.0], [508.0, 552.0], [273.0, 504.0]], ('À’…‰”Ê03108', 0.69679844)]]
3978.jpg	[[[[199.0, 164.0], [315.0, 156.0], [316.0, 178.0], [201.0, 186.0]], ('»Û–ÀºØ666666', 0.92212445)]]
3980.jpg	[[[[314.0, 463.0], [458.0, 452.0], [460.0, 480.0], [316.0, 491.0]], ('√ˆΩ˙”Ê05728', 0.9043115)]]
3981.jpg	[[[[38.0, 219.0], [240.0, 235.0], [237.0, 272.0], [35.0, 255.0]], ('¬≥≥«”Ê60129', 0.98460543)]]
3984.jpg	[[[[30.0, 364.0], [180.0, 360.0], [180.0, 396.0], [31.0, 400.0]], ('À’∏””Ê01968', 0.7743851)]]
3986.jpg	[[[[198.0, 419.0], [435.0, 395.0], [439.0, 429.0], [201.0, 454.0]], ('¡…”™”Ê26111', 0.98376536)]]
3987.jpg	[[[[81.0, 152.0], [156.0, 163.0], [154.0, 177.0], [79.0, 167.0]], ('¬≥·∞”Ê60003', 0.75562006)]]
3988.jpg	[[[[389.0, 448.0], [561.0, 482.0], [554.0, 517.0], [383.0, 483.0]], ('¬≥≥«”Ê62429', 0.9662994)]]
3992.jpg	[[[[262.0, 303.0], [392.0, 287.0], [396.0, 315.0], [266.0, 331.0]], ('‘¡√Ø±ı”Ê46033', 0.83006674)]]
3994.jpg	[[[[233.0, 434.0], [561.0, 647.0], [494.0, 757.0], [162.0, 545.0]], ('’„œÛ”Ê45005', 0.7733341)]]
3996.jpg	[[[[190.0, 606.0], [531.0, 572.0], [537.0, 625.0], [195.0, 660.0]], ('¬≥¿≥÷›”Ê60036', 0.8765555)]]
3998.jpg	[[[[128.0, 135.0], [366.0, 194.0], [353.0, 246.0], [115.0, 188.0]], ('À’∆Ù”Ê02595', 0.9863082)]]
3999.jpg	[[[[175.0, 493.0], [520.0, 422.0], [535.0, 493.0], [190.0, 564.0]], ('¡…µ§”Ê23751', 0.6919064)]]
4001.jpg	[[[[225.0, 557.0], [273.0, 552.0], [296.0, 807.0], [248.0, 812.0]], ('¬≥≥«”Ê60129', 0.9891092)]]
4005.jpg	[[[[34.0, 262.0], [384.0, 225.0], [389.0, 276.0], [40.0, 313.0]], ('¬≥Ω∫”Ê60106', 0.98161656)]]
4008.jpg	[[[[328.0, 382.0], [477.0, 402.0], [473.0, 430.0], [324.0, 410.0]], ('À’∏””Ê02766', 0.92945755)]]
4014.jpg	[[[[332.0, 51.0], [419.0, 83.0], [408.0, 112.0], [322.0, 80.0]], ('π±±”Ê27103', 0.83347744)]]
4016.jpg	[[[[183.0, 144.0], [323.0, 139.0], [324.0, 161.0], [184.0, 166.0]], ('»Û–ÀºØ666666', 0.9335252)]]
4023.jpg	[[[[260.0, 392.0], [349.0, 383.0], [353.0, 421.0], [264.0, 430.0]], ('’„≤‘”Ê', 0.518435)]]
4029.jpg	[[[[259.0, 582.0], [446.0, 614.0], [437.0, 669.0], [250.0, 637.0]], ('‘¡ƒœ∞ƒ”Ê21099', 0.79297405)]]
4032.jpg	[[[[161.0, 245.0], [409.0, 234.0], [412.0, 281.0], [163.0, 293.0]], ('√ˆ ®”Ê07773', 0.8959234)]]
4034.jpg	[[[[115.0, 430.0], [304.0, 458.0], [296.0, 508.0], [107.0, 479.0]], ('’„·””Ê1422', 0.6505509)]]
4035.jpg	[[[[143.0, 155.0], [252.0, 134.0], [256.0, 153.0], [147.0, 174.0]], ('À’∏””Ê02909', 0.8644787)]]
4036.jpg	[[[[12.0, 618.0], [233.0, 591.0], [238.0, 633.0], [17.0, 659.0]], ('¬≥Ω∫”Ê—¯68', 0.7500417)]]
4038.jpg	[[[[544.0, 162.0], [655.0, 146.0], [659.0, 171.0], [547.0, 186.0]], ('‘¡µÁ”Ê92333', 0.7798596)]]
4039.jpg	[[[[189.0, 483.0], [324.0, 503.0], [319.0, 533.0], [185.0, 514.0]], ('À’∏””Ê03183', 0.988206)]]
4040.jpg	[[[[131.0, 308.0], [285.0, 342.0], [276.0, 382.0], [122.0, 348.0]], ('À’∏””Ê02828', 0.9320084)]]
4046.jpg	[[[[400.0, 85.0], [469.0, 71.0], [528.0, 359.0], [459.0, 373.0]], ('¬≥≥«”Ê60129', 0.961527)]]
4047.jpg	[[[[203.0, 379.0], [519.0, 381.0], [519.0, 452.0], [203.0, 450.0]], ('À’∏””Ê02739', 0.9102362)]]
4048.jpg	[[[[170.0, 504.0], [222.0, 500.0], [243.0, 749.0], [191.0, 754.0]], ('¬≥≥«”Ê60129', 0.97143906)]]
4050.jpg	[[[[169.0, 296.0], [422.0, 365.0], [410.0, 409.0], [157.0, 339.0]], ('√ˆΩ˙”Ê05761', 0.86168706)]]
4052.jpg	[[[[283.0, 493.0], [505.0, 523.0], [500.0, 563.0], [278.0, 534.0]], ('√ˆ≥§”Ê23266', 0.8397052)]]
4053.jpg	[[[[142.0, 277.0], [263.0, 288.0], [261.0, 311.0], [140.0, 300.0]], ('‘¡ƒœ∞ƒ”Ê33169', 0.77145493)]]
4058.jpg	[[[[25.0, 183.0], [351.0, 156.0], [355.0, 208.0], [29.0, 235.0]], ('’„·””Ê‘À81111', 0.98275316)]]
4062.jpg	[[[[280.0, 193.0], [351.0, 227.0], [335.0, 263.0], [263.0, 229.0]], ('∫∫»Ÿ356', 0.81343365)]]
4063.jpg	[[[[155.0, 430.0], [447.0, 447.0], [443.0, 513.0], [151.0, 496.0]], ('√ˆΩ˙”Ê05883', 0.7040348)]]
4064.jpg	[[[[90.0, 360.0], [289.0, 378.0], [286.0, 416.0], [86.0, 398.0]], ('À’∏””Ê02566', 0.9841061)]]
4065.jpg	[[[[332.0, 268.0], [539.0, 337.0], [522.0, 389.0], [314.0, 320.0]], ('À’∏””Ê02778', 0.9586002)]]
4069.jpg	[[[[158.0, 94.0], [335.0, 60.0], [342.0, 93.0], [165.0, 127.0]], ('‘¡—ÙŒ˜”Ê32668', 0.923795)]]
4072.jpg	[[[[28.0, 173.0], [259.0, 245.0], [246.0, 287.0], [15.0, 215.0]], ('¬≥»’…Ω”Ê61219', 0.9894904)]]
4075.jpg	[[[[115.0, 244.0], [403.0, 321.0], [383.0, 397.0], [95.0, 319.0]], ('≥§ª‘∑¢’π', 0.9780942)]]
4076.jpg	[[[[275.0, 319.0], [513.0, 314.0], [514.0, 348.0], [276.0, 353.0]], ('¡…”™”Ê26111', 0.9851551)]]
4079.jpg	[[[[243.0, 345.0], [453.0, 260.0], [474.0, 312.0], [264.0, 397.0]], ('¬≥Ω∫”Ê60076', 0.7991978)]]
4081.jpg	[[[[574.0, 342.0], [758.0, 319.0], [763.0, 357.0], [578.0, 380.0]], ('√ˆΩ˙”Ê05692', 0.7772313)]]
4082.jpg	[[[[107.0, 90.0], [269.0, 120.0], [262.0, 156.0], [100.0, 126.0]], ('’„¡Î”Ê74016', 0.7813563)]]
4085.jpg	[[[[100.0, 83.0], [252.0, 108.0], [247.0, 136.0], [95.0, 112.0]], ('’„∆’”Ê72111', 0.78344214)]]
4087.jpg	[[[[353.0, 215.0], [466.0, 194.0], [472.0, 224.0], [358.0, 246.0]], ('’„∂¥”Ê30065', 0.8520446)]]
4094.jpg	[[[[151.0, 244.0], [317.0, 267.0], [313.0, 299.0], [146.0, 276.0]], ('À’¥Û”Ê—¯08109', 0.99213654)]]
4095.jpg	[[[[51.0, 438.0], [280.0, 436.0], [280.0, 480.0], [51.0, 483.0]], ('’„œÛ”Ê40167', 0.9229503)]]
4097.jpg	[[[[136.0, 435.0], [243.0, 337.0], [279.0, 377.0], [172.0, 475.0]], ('π±±”Ê82104', 0.579574)]]
4098.jpg	[[[[304.0, 216.0], [470.0, 229.0], [467.0, 267.0], [301.0, 254.0]], ('¬≥≥«”Ê6017', 0.92581356)]]
4099.jpg	[[[[100.0, 356.0], [213.0, 397.0], [201.0, 431.0], [88.0, 389.0]], ('‘¡µÁ”Ê31351', 0.91561466)]]
4100.jpg	[[[[182.0, 200.0], [240.0, 205.0], [238.0, 223.0], [180.0, 218.0]], ('–≈∞≤2002', 0.8873928)]]
4102.jpg	[[[[157.0, 239.0], [236.0, 249.0], [234.0, 268.0], [155.0, 258.0]], ('«Ì¡ÍÀÆ13056', 0.8770443)]]
4106.jpg	[[[[211.0, 46.0], [388.0, 62.0], [383.0, 115.0], [206.0, 99.0]], ('√ˆ∆Œ”Ê 66588', 0.7567964)]]
4107.jpg	[[[[202.0, 399.0], [435.0, 432.0], [427.0, 487.0], [194.0, 454.0]], ('’„œÛ”Ê50085', 0.80203503)]]
4109.jpg	[[[[364.0, 278.0], [463.0, 252.0], [471.0, 279.0], [372.0, 306.0]], ('’„‘∂∂´806', 0.9630563)]]
4112.jpg	[[[[288.0, 307.0], [422.0, 381.0], [404.0, 415.0], [270.0, 341.0]], ('‘¡—ÙŒ˜”Ê97048', 0.7551955)]]
4116.jpg	[[[[424.0, 110.0], [524.0, 157.0], [512.0, 183.0], [412.0, 137.0]], ('¬≥∏⁄”Ê63311', 0.8448301)]]
4117.jpg	[[[[221.0, 457.0], [563.0, 429.0], [567.0, 479.0], [225.0, 507.0]], ('¬≥Ω∫”Ê60106', 0.9773304)]]
4120.jpg	[[[[241.0, 493.0], [445.0, 557.0], [434.0, 591.0], [230.0, 527.0]], ('√ˆ ®”Ê07215', 0.98538816)]]
4123.jpg	[[[[108.0, 493.0], [361.0, 435.0], [372.0, 485.0], [120.0, 543.0]], ('’„œÛ”Ê2502', 0.8379005)]]
4124.jpg	[[[[41.0, 356.0], [251.0, 388.0], [244.0, 429.0], [34.0, 397.0]], ('’„·””Ê05858', 0.8196872)]]
4125.jpg	[[[[82.0, 410.0], [363.0, 363.0], [372.0, 421.0], [92.0, 468.0]], ('¬≥»Ÿ”Ê57060', 0.9514875)]]
4126.jpg	[[[[91.0, 276.0], [358.0, 339.0], [349.0, 381.0], [81.0, 318.0]], ('√ˆΩ˙”Ê05761', 0.8560771)]]
4128.jpg	[[[[307.0, 354.0], [432.0, 404.0], [419.0, 436.0], [294.0, 387.0]], ('‘¡—ÙŒ˜”Ê97048', 0.8010252)]]
4130.jpg	[[[[130.0, 228.0], [318.0, 243.0], [315.0, 278.0], [127.0, 263.0]], ('«Ì»˝—«”Ê72277', 0.953469)]]
4131.jpg	[[[[202.0, 465.0], [516.0, 494.0], [512.0, 536.0], [198.0, 507.0]], ('√ˆ ®”Ê03870', 0.89722383)]]
4136.jpg	[[[[61.0, 236.0], [218.0, 247.0], [216.0, 274.0], [60.0, 263.0]], ('¬≥≥«”Ê60129', 0.9781008)]]
4137.jpg	[[[[96.0, 372.0], [507.0, 261.0], [531.0, 350.0], [120.0, 461.0]], ('√ˆ ®”Ê06896', 0.8127412)]]
4139.jpg	[[[[103.0, 564.0], [314.0, 519.0], [321.0, 554.0], [110.0, 599.0]], ('√ˆ ®”Ê06509', 0.80517894)]]
4142.jpg	[[[[191.0, 340.0], [474.0, 322.0], [477.0, 361.0], [194.0, 380.0]], ('¬≥»Ÿ”Ê52268', 0.8659296)]]
4147.jpg	[[[[627.0, 256.0], [734.0, 238.0], [738.0, 261.0], [631.0, 279.0]], ('‘¡¿◊”Ê13388', 0.7803769)]]
4149.jpg	[[[[30.0, 702.0], [171.0, 666.0], [179.0, 695.0], [37.0, 731.0]], ('√ˆ ®”Ê05160', 0.8042462)]]
4150.jpg	[[[[402.0, 270.0], [516.0, 285.0], [513.0, 313.0], [399.0, 298.0]], ('«Ì»˝—«”Ê7221', 0.71538824)]]
4153.jpg	[[[[369.0, 709.0], [550.0, 725.0], [547.0, 757.0], [367.0, 742.0]], ('√ˆ≥§”Ê23266', 0.7791564)]]
4157.jpg	[[[[2.0, 372.0], [146.0, 376.0], [145.0, 410.0], [1.0, 406.0]], ('‘¡—ÙŒ˜”Ê‘À01748', 0.802427)]]
4158.jpg	[[[[438.0, 266.0], [713.0, 306.0], [705.0, 361.0], [430.0, 322.0]], ('ΩÚÃ¡”Ê03896', 0.9731337)]]
4160.jpg	[[[[160.0, 360.0], [314.0, 386.0], [307.0, 426.0], [153.0, 399.0]], ('¬≥Ω∫”Ê62138', 0.77829444)]]
4161.jpg	[[[[761.0, 378.0], [963.0, 353.0], [967.0, 390.0], [766.0, 415.0]], ('√ˆΩ˙”Ê05918', 0.8550353)]]
4166.jpg	[[[[41.0, 210.0], [197.0, 220.0], [195.0, 241.0], [40.0, 230.0]], ('¬≥»È”Ê51178', 0.90173805)]]
4167.jpg	[[[[767.0, 275.0], [959.0, 182.0], [979.0, 223.0], [786.0, 315.0]], ('√ˆΩ˙”Ê0569', 0.7513456)]]
4169.jpg	[[[[88.0, 326.0], [385.0, 318.0], [387.0, 377.0], [90.0, 385.0]], ('√ˆ ®”Ê06185', 0.963755)]]
4171.jpg	[[[[90.0, 280.0], [209.0, 306.0], [203.0, 334.0], [84.0, 309.0]], ('µ§∫£±ﬂ√≥508', 0.9356106)]]
4172.jpg	[[[[149.0, 399.0], [252.0, 378.0], [258.0, 406.0], [155.0, 427.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.62027955)]]
4177.jpg	[[[[274.0, 401.0], [447.0, 421.0], [442.0, 460.0], [269.0, 440.0]], ('À’∏””Ê02567', 0.9462649)]]
4179.jpg	[[[[140.0, 332.0], [374.0, 340.0], [372.0, 387.0], [138.0, 379.0]], ('À’∏””Ê02123', 0.8090638)]]
4184.jpg	[[[[36.0, 181.0], [195.0, 176.0], [196.0, 213.0], [38.0, 218.0]], ('«Ì¡Í—¯ΩªF045', 0.9183843)]]
4190.jpg	[[[[383.0, 90.0], [489.0, 64.0], [496.0, 93.0], [390.0, 120.0]], ('À’»Á”Ê07186', 0.69689006)]]
4191.jpg	[[[[77.0, 263.0], [307.0, 308.0], [299.0, 350.0], [69.0, 305.0]], ('À’∏””Ê02033', 0.9725362)]]
4192.jpg	[[[[209.0, 387.0], [403.0, 424.0], [396.0, 460.0], [202.0, 422.0]], ('¬≥Ω∫”Ê60010', 0.97666675)]]
4194.jpg	[[[[218.0, 430.0], [606.0, 430.0], [606.0, 495.0], [218.0, 495.0]], ('¬≥≥§”Ê—¯68511', 0.98354214)]]
4196.jpg	[[[[338.0, 367.0], [485.0, 326.0], [493.0, 355.0], [346.0, 396.0]], ('À’»Á”Ê07186', 0.99237216)]]
4197.jpg	[[[[148.0, 306.0], [423.0, 241.0], [440.0, 316.0], [165.0, 381.0]], ('’„¡Î”Ê23923', 0.8430728)]]
4198.jpg	[[[[492.0, 155.0], [676.0, 183.0], [670.0, 220.0], [486.0, 192.0]], ('ΩÚÃ¡”Ê03896', 0.961774)]]
4202.jpg	[[[[415.0, 196.0], [574.0, 177.0], [577.0, 203.0], [419.0, 223.0]], ('‘¡Ã®”Ê‘À01216', 0.8090923)]]
4208.jpg	[[[[79.0, 426.0], [276.0, 450.0], [271.0, 493.0], [74.0, 469.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.92996204)]]
4211.jpg	[[[[66.0, 405.0], [298.0, 448.0], [291.0, 488.0], [58.0, 445.0]], ('¬≥ Ÿ”Ê65267', 0.8360632)]]
4212.jpg	[[[[248.0, 343.0], [349.0, 397.0], [330.0, 431.0], [229.0, 377.0]], ('’„¡Î”Ê23923', 0.6783368)]]
4213.jpg	[[[[112.0, 159.0], [289.0, 166.0], [288.0, 189.0], [111.0, 182.0]], ('¡…∫˘”Ê‘À1555', 0.6092577)]]
4215.jpg	[[[[570.0, 353.0], [789.0, 324.0], [795.0, 365.0], [575.0, 393.0]], ('√ˆΩ˙”Ê05692', 0.8512086)]]
4216.jpg	[[[[209.0, 123.0], [432.0, 140.0], [428.0, 190.0], [205.0, 173.0]], ('‘¡µÁ”Ê92108', 0.95877147)]]
4218.jpg	[[[[195.0, 232.0], [368.0, 266.0], [360.0, 305.0], [188.0, 271.0]], ('À’∏””Ê04490', 0.9573257)]]
4225.jpg	[[[[228.0, 229.0], [365.0, 245.0], [362.0, 274.0], [225.0, 258.0]], ('«Ì»˝—«”Ê72217', 0.9113028)]]
4226.jpg	[[[[448.0, 394.0], [537.0, 384.0], [540.0, 415.0], [451.0, 425.0]], ('ƒ˛Ã©52', 0.7195179)]]
4227.jpg	[[[[185.0, 144.0], [305.0, 116.0], [311.0, 142.0], [191.0, 170.0]], ('√ˆ ®”Ê07556', 0.8136977)]]
4229.jpg	[[[[246.0, 421.0], [337.0, 513.0], [302.0, 547.0], [211.0, 456.0]], ('‘¡µÁ”Ê92688', 0.8840343)]]
4230.jpg	[[[[172.0, 87.0], [369.0, 132.0], [360.0, 173.0], [163.0, 128.0]], ('√ˆ ®”Ê05236', 0.9303172)]]
4232.jpg	[[[[333.0, 215.0], [469.0, 228.0], [467.0, 252.0], [330.0, 240.0]], ('«ÌŸŸ”Ê19539', 0.74346244)]]
4233.jpg	[[[[155.0, 497.0], [536.0, 503.0], [536.0, 548.0], [154.0, 541.0]], ('¡…Ωı”Ê15676', 0.8309858)]]
4236.jpg	[[[[239.0, 658.0], [555.0, 703.0], [547.0, 757.0], [231.0, 713.0]], ('√ˆ ®”Ê06978', 0.95442677)]]
4237.jpg	[[[[172.0, 183.0], [291.0, 222.0], [279.0, 258.0], [160.0, 219.0]], ('√ˆΩ˙”Ê05697', 0.6414734)]]
4240.jpg	[[[[77.0, 404.0], [305.0, 418.0], [302.0, 465.0], [74.0, 451.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.951263)]]
4245.jpg	[[[[111.0, 258.0], [264.0, 274.0], [261.0, 303.0], [108.0, 288.0]], ('«Ì»˝—«”Ê72217', 0.86047316)]]
4246.jpg	[[[[215.0, 333.0], [557.0, 395.0], [547.0, 449.0], [206.0, 387.0]], ('√ˆ ¶”Ê07568', 0.843434)]]
4250.jpg	[[[[281.0, 176.0], [619.0, 291.0], [591.0, 375.0], [253.0, 260.0]], ('‘¡ÀÏ”Ê11128', 0.9142194)]]
4252.jpg	[[[[368.0, 187.0], [495.0, 216.0], [489.0, 242.0], [362.0, 213.0]], ('‘¡—ÙŒ˜”Ê31618', 0.9441042)]]
4253.jpg	[[[[40.0, 52.0], [216.0, 58.0], [215.0, 92.0], [38.0, 86.0]], ('π∫œ”Ê23186', 0.97807217)]]
4258.jpg	[[[[303.0, 514.0], [547.0, 495.0], [551.0, 547.0], [307.0, 566.0]], ('¬≥Ω∫”Ê60632', 0.7775718)]]
4259.jpg	[[[[124.0, 508.0], [472.0, 477.0], [477.0, 528.0], [128.0, 559.0]], ('’„œÛ”Ê–›00017', 0.6542358)]]
4260.jpg	[[[[299.0, 446.0], [478.0, 467.0], [473.0, 506.0], [295.0, 485.0]], ('À’∏””Ê02567', 0.8712835)]]
4266.jpg	[[[[136.0, 132.0], [268.0, 145.0], [266.0, 172.0], [133.0, 159.0]], ('À’∏””Ê02822', 0.9792237)]]
4267.jpg	[[[[140.0, 325.0], [277.0, 355.0], [270.0, 389.0], [132.0, 359.0]], ('À’∏””Ê02033', 0.9729011)]]
4268.jpg	[[[[48.0, 433.0], [376.0, 462.0], [370.0, 535.0], [42.0, 506.0]], ('√ˆ∏£∂¶”Ê08272', 0.7156775)]]
4270.jpg	[[[[343.0, 498.0], [506.0, 543.0], [496.0, 579.0], [333.0, 533.0]], ('¬≥Ω∫”Ê60122', 0.8535149)]]
4273.jpg	[[[[496.0, 291.0], [690.0, 318.0], [685.0, 358.0], [490.0, 331.0]], ('ΩÚÃ¡”Ê03896', 0.9319393)]]
4276.jpg	[[[[227.0, 122.0], [558.0, 122.0], [558.0, 206.0], [227.0, 206.0]], ('’„¡Î”Ê74016', 0.727566)]]
4284.jpg	[[[[90.0, 399.0], [318.0, 409.0], [316.0, 456.0], [88.0, 446.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.95296097)]]
4285.jpg	[[[[389.0, 80.0], [585.0, 197.0], [542.0, 269.0], [346.0, 152.0]], ('‘¡¿◊”Ê13338', 0.6383318)]]
4289.jpg	[[[[142.0, 517.0], [292.0, 533.0], [289.0, 561.0], [138.0, 545.0]], ('À’∏””Ê0202', 0.70774305)]]
4290.jpg	[[[[242.0, 228.0], [411.0, 282.0], [399.0, 323.0], [229.0, 269.0]], ('√ˆ’ƒ”Ê60208', 0.90408075)]]
4291.jpg	[[[[360.0, 164.0], [483.0, 161.0], [484.0, 187.0], [361.0, 190.0]], ('’„œÛ”Ê40236', 0.8560116)]]
4292.jpg	[[[[108.0, 337.0], [529.0, 480.0], [498.0, 571.0], [77.0, 428.0]], ('¬≥»’…ΩÕ®61011', 0.9230254)]]
4296.jpg	[[[[217.0, 463.0], [635.0, 493.0], [628.0, 589.0], [210.0, 560.0]], ('’„¡Î”Ê23701', 0.80054337)]]
4298.jpg	[[[[394.0, 334.0], [499.0, 366.0], [489.0, 397.0], [385.0, 365.0]], ('‘¡—ÙŒ˜”Ê97048', 0.72627705)]]
4300.jpg	[[[[109.0, 253.0], [259.0, 263.0], [257.0, 287.0], [108.0, 277.0]], ('«Ì¡Ÿ”Ê03021', 0.98780835)]]
4304.jpg	[[[[54.0, 260.0], [288.0, 310.0], [279.0, 350.0], [46.0, 301.0]], ('À’∏””Ê02033', 0.9896205)]]
4306.jpg	[[[[232.0, 360.0], [390.0, 375.0], [387.0, 406.0], [229.0, 391.0]], ('À’∏””Ê02077', 0.7769067)]]
4307.jpg	[[[[134.0, 546.0], [427.0, 490.0], [438.0, 546.0], [145.0, 603.0]], ('¬≥»’…Ω”Ê6569', 0.6198737)]]
4308.jpg	[[[[8.0, 343.0], [306.0, 303.0], [313.0, 356.0], [15.0, 397.0]], ('¬≥≥«”Ê6012', 0.9536644)]]
4309.jpg	[[[[29.0, 305.0], [360.0, 316.0], [359.0, 358.0], [28.0, 347.0]], ('‘¡√Ø±ı”Ê42600', 0.75452375)]]
4310.jpg	[[[[198.0, 543.0], [468.0, 523.0], [471.0, 563.0], [201.0, 582.0]], ('¬≥Ω∫”Ê60106', 0.95809525)]]
4311.jpg	[[[[69.0, 318.0], [381.0, 325.0], [380.0, 367.0], [68.0, 360.0]], ('‘¡√Ø±ı”Ê42600', 0.7491195)]]
4314.jpg	[[[[341.0, 272.0], [422.0, 268.0], [423.0, 287.0], [342.0, 291.0]], ('¬≥·∞”Ê1865', 0.8348245)]]
4316.jpg	[[[[131.0, 102.0], [175.0, 104.0], [175.0, 121.0], [130.0, 120.0]], (' •∑¢158', 0.85938203)]]
4317.jpg	[[[[296.0, 403.0], [418.0, 373.0], [425.0, 404.0], [303.0, 433.0]], ('¬≥Ω∫”Ê—¯66008', 0.6916818)]]
4323.jpg	[[[[163.0, 234.0], [423.0, 290.0], [409.0, 355.0], [149.0, 299.0]], ('’„¡Î”Ê23923', 0.80330265)]]
4327.jpg	[[[[231.0, 192.0], [343.0, 227.0], [333.0, 262.0], [220.0, 226.0]], ('√ˆΩ˙”Ê05691', 0.65700686)]]
4329.jpg	[[[[375.0, 102.0], [589.0, 146.0], [577.0, 203.0], [364.0, 159.0]], ('’„¡Î”Ê74016', 0.8130336)]]
4331.jpg	[[[[237.0, 209.0], [355.0, 228.0], [350.0, 258.0], [233.0, 240.0]], ('‘¡Ã®”Ê11188', 0.9807174)]]
4332.jpg	[[[[214.0, 174.0], [428.0, 221.0], [419.0, 263.0], [204.0, 217.0]], ('¬≥ Ÿ”Ê65267', 0.75600666)]]
4333.jpg	[[[[287.0, 219.0], [421.0, 201.0], [424.0, 227.0], [290.0, 244.0]], ('‘¡√Ø±ıµ¿46033', 0.9231188)]]
4334.jpg	[[[[90.0, 168.0], [246.0, 186.0], [243.0, 213.0], [87.0, 194.0]], ('«ÌŸŸ”Ê19539', 0.7315142)]]
4335.jpg	[[[[249.0, 295.0], [552.0, 394.0], [533.0, 452.0], [230.0, 353.0]], ('À’∏””Ê02123', 0.98778826)]]
4337.jpg	[[[[32.0, 90.0], [293.0, 74.0], [297.0, 123.0], [35.0, 140.0]], ('‘¡¿◊”Ê16888', 0.8757521)]]
4338.jpg	[[[[170.0, 330.0], [525.0, 273.0], [535.0, 336.0], [180.0, 393.0]], ('√ˆ ®”Ê07777', 0.9688927)]]
4342.jpg	[[[[65.0, 247.0], [243.0, 220.0], [249.0, 260.0], [71.0, 288.0]], ('¬≥≥«”Ê63112', 0.9030211)]]
4347.jpg	[[[[79.0, 317.0], [402.0, 258.0], [411.0, 309.0], [89.0, 368.0]], ('‘¡…«Œ≤”Ê16117', 0.8314827)]]
4354.jpg	[[[[107.0, 242.0], [274.0, 265.0], [269.0, 298.0], [102.0, 276.0]], ('À’¥Û”Ê—¯08109', 0.99249077)]]
4356.jpg	[[[[7.0, 524.0], [235.0, 566.0], [229.0, 596.0], [2.0, 554.0]], ('√ˆ ®”Ê07215', 0.9754508)]]
4358.jpg	[[[[93.0, 621.0], [180.0, 639.0], [175.0, 665.0], [87.0, 647.0]], ('’„∆’”Ê', 0.71634644)]]
4362.jpg	[[[[132.0, 318.0], [523.0, 359.0], [515.0, 436.0], [124.0, 395.0]], ('’„œÛ”Ê40058', 0.91064173)]]
4364.jpg	[[[[99.0, 189.0], [343.0, 239.0], [331.0, 297.0], [88.0, 247.0]], ('À’∆Ù”Ê02595', 0.97911394)]]
4367.jpg	[[[[284.0, 329.0], [438.0, 297.0], [444.0, 328.0], [290.0, 360.0]], ('À’∏””Ê‘À02869', 0.84316874)]]
4368.jpg	[[[[46.0, 658.0], [303.0, 654.0], [303.0, 692.0], [46.0, 696.0]], ('¬≥»Ÿ”Ê52268', 0.8739775)]]
4369.jpg	[[[[308.0, 222.0], [729.0, 301.0], [716.0, 371.0], [295.0, 292.0]], ('¬≥»’…Ω”Ê61219', 0.9931608)]]
4371.jpg	[[[[486.0, 338.0], [692.0, 338.0], [692.0, 385.0], [486.0, 385.0]], ('‘¡Ã®”Ê22288', 0.9614029)]]
4375.jpg	[[[[397.0, 294.0], [513.0, 332.0], [501.0, 371.0], [385.0, 333.0]], ('¬≥≥§”Ê—¯68511', 0.8259396)]]
4377.jpg	[[[[260.0, 347.0], [472.0, 387.0], [463.0, 434.0], [251.0, 394.0]], ('‘¡—ÙŒ˜”Ê39768', 0.881231)]]
4378.jpg	[[[[287.0, 67.0], [539.0, 45.0], [541.0, 73.0], [289.0, 95.0]], ('¡…∫˘”Ê‘À251', 0.8660193)]]
4384.jpg	[[[[182.0, 478.0], [452.0, 423.0], [464.0, 479.0], [194.0, 534.0]], ('À’∏””Ê02766', 0.76536465)]]
4389.jpg	[[[[61.0, 273.0], [401.0, 334.0], [388.0, 407.0], [48.0, 346.0]], ('¬≥Ω∫”Ê62138', 0.9347155)]]
4391.jpg	[[[[308.0, 172.0], [339.0, 173.0], [330.0, 321.0], [299.0, 319.0]], ('¬≥≥«”Ê60129', 0.92502916)]]
4393.jpg	[[[[240.0, 360.0], [551.0, 328.0], [558.0, 399.0], [247.0, 430.0]], ('’„œÛ”Ê49272', 0.7370832)]]
4400.jpg	[[[[41.0, 180.0], [195.0, 196.0], [193.0, 216.0], [38.0, 200.0]], ('¬≥»È”Ê51178', 0.89114463)]]
4401.jpg	[[[[312.0, 197.0], [501.0, 163.0], [508.0, 199.0], [319.0, 233.0]], ('’„∂¥”Ê30065', 0.8080411)]]
4406.jpg	[[[[197.0, 204.0], [476.0, 297.0], [456.0, 356.0], [178.0, 263.0]], ('¬≥»’…Ω”Ê61020', 0.92275876)]]
4411.jpg	[[[[219.0, 247.0], [423.0, 208.0], [430.0, 241.0], [225.0, 280.0]], ('√ˆ ®”Ê08768', 0.8853308)]]
4412.jpg	[[[[175.0, 213.0], [412.0, 252.0], [405.0, 288.0], [169.0, 249.0]], ('‘¡ƒœ∞ƒ”Ê32187', 0.8912307)]]
